Version	Since	Object	Element	Order	Occurrence	Group	Type
2.6.0	2.6.0	Model Run	Temporal Dependence	08	0		
2.6.0	2.6.0	Model Run	Modeled Region	09	+		
2.6.0	2.6.0	Model Run	Likelihood Rating	10	0		
2.6.0	2.6.0	Model Run	Caveats	11	0		
2.6.0	2.6.0	Model Run	Keyword	12	*		
2.6.0	2.6.0	Model Run	Input Resource ID	13	*		
2.6.0	2.6.0	Model Run	Model Time	14	0		
2.6.0	2.6.0	Model Run	Model Domain	15	0		
2.6.0	2.6.0	Model Run	Region Parameter	16	+	InputEntity	
2.6.0	2.6.0	Model Run	Input Parameter	17	+	InputEntity	
2.6.0	2.6.0	Model Run	Input Population	18	+	InputEntity	
2.6.0	2.6.0	Model Run	Input Field	19	+	InputEntity	
2.6.0	2.6.0	Model Run	Input Process	20	+	InputEntity	
2.6.0	2.6.0	Model Run	Extension	21	*		
2.6.0	2.6.0	Model Time	Description	01	0		
2.6.0	2.6.0	Model Time	Caveats	02	0		
2.6.0	2.6.0	Model Time	Duration	03	0		
2.6.0	2.6.0	Model Time	Time Start	04	0		
2.6.0	2.6.0	Model Time	Time Stop	05	0		
2.6.0	2.6.0	Model Time	Time Step	06	0		
2.6.0	2.6.0	Model Time	Diagnosis Time Step	07	0		
2.6.0	2.4.0	Software	Resource ID	01	1		
2.6.0	2.4.0	Software	Resource Header	02	1		
2.6.0	2.6.0	Software	Access Information	03	*		
2.6.0	2.4.0	Software	Software Version	04	0		
2.6.0	2.4.0	Software	Application Interface	05	*		
2.6.0	2.4.0	Software	Code Language	06	0		
2.6.0	2.4.0	Software	Prerequisites	07	+		
2.6.0	2.4.0	Software	Execution Environment	08	+		
2.6.0	2.4.0	Software	Input Property	09	*	PropertyEntity	
2.6.0	2.4.0	Software	Output Property	10	*	PropertyEntity	
2.6.0	1.3.1	Source	Source Type	01	1		
2.6.0	1.3.1	Source	URL	02	1		
2.6.0	1.3.1	Source	Mirror URL	03	*		
2.6.0	1.3.1	Source	Checksum	04	0		
2.6.0	1.3.1	Source	Data Extent	05	0		
2.6.0	1.1.0	Spase	Version	01	1		
2.6.0	1.1.0	Spase	Catalog	02	+	ResourceEntity	
2.6.0	1.1.0	Spase	Display Data	03	+	ResourceEntity	
2.6.0	1.1.0	Spase	Numerical Data	04	+	ResourceEntity	
2.6.0	1.1.0	Spase	Granule	05	+	ResourceEntity	
2.6.0	1.1.0	Spase	Instrument	06	+	ResourceEntity	
2.6.0	1.1.0	Spase	Observatory	07	+	ResourceEntity	
2.6.0	1.1.0	Spase	Person	08	+	ResourceEntity	
2.6.0	1.1.0	Spase	Registry	09	+	ResourceEntity	
2.6.0	1.1.0	Spase	Repository	10	+	ResourceEntity	
2.6.0	1.1.0	Spase	Service	11	+	ResourceEntity	
2.6.0	1.1.0	Spase	Annotation	12	+	ResourceEntity	
2.6.0	1.3.0	Spase	Document	13	+	ResourceEntity	
2.6.0	2.4.0	Spase	Software	14	+	ResourceEntity	
2.6.0	2.5.0	Spase	Collection	15	+	ResourceEntity	
2.6.0	2.6.0	Spase	Model	16	+	ResourceEntity	
2.6.0	2.6.0	Spase	Model Run	17	+	ResourceEntity	
2.6.0	2.6.0	Spase	Display Output	18	+	ResourceEntity	
2.6.0	2.6.0	Spase	Numerical Output	19	+	ResourceEntity	
2.6.0	2.4.2	Spatial Coverage	Coordinate System	01	1		
2.6.0	2.4.2	Spatial Coverage	Center Latitude	02	0		
2.6.0	2.4.2	Spatial Coverage	Northernmost Latitude	03	0		
2.6.0	2.4.2	Spatial Coverage	Southernmost Latitude	04	0		
2.6.0	2.4.2	Spatial Coverage	Center Longitude	05	0		
2.6.0	2.4.2	Spatial Coverage	Easternmost Longitude	06	0		
2.6.0	2.4.2	Spatial Coverage	Westernmost Longitude	07	0		
2.6.0	2.4.2	Spatial Coverage	Center Elevation	08	0		
2.6.0	2.4.2	Spatial Coverage	Minimum Elevation	09	0		
2.6.0	2.4.2	Spatial Coverage	Maximum Elevation	10	0		
2.6.0	2.4.2	Spatial Coverage	Acknowledgement	11	0		
2.6.0	2.4.2	Spatial Coverage	Description	12	0		
2.6.0	2.6.0	Spatial Description	Dimension	01	1		
2.6.0	2.6.0	Spatial Description	Coordinate System	02	1		
2.6.0	2.6.0	Spatial Description	Units	03	1		
2.6.0	2.6.0	Spatial Description	Units Conversion	04	0		
2.6.0	2.6.0	Spatial Description	Coordinates Label	05	0		
2.6.0	2.6.0	Spatial Description	Cuts Description	06	1	CubesCutsEntity	
2.6.0	2.6.0	Spatial Description	Cubes Description	07	1	CubesCutsEntity	
2.6.0	2.6.0	Spatial Description	Plane Normal Vector	08	1	PlaneNormalVectorPointEntity	
2.6.0	2.6.0	Spatial Description	Plane Point	09	1	PlaneNormalVectorPointEntity	
2.6.0	2.6.0	Spatial Description	Region Begin	10	1	RegionBeginEndEntity	
2.6.0	2.6.0	Spatial Description	Region End	11	1	RegionBeginEndEntity	
2.6.0	2.6.0	Spatial Description	Step	12	0		
2.6.0	1.2.0	Structure	Size	01	1		
2.6.0	1.2.0	Structure	Description	02	0		
2.6.0	1.2.0	Structure	Element	03	*		
2.6.0	1.3.1	Support	Qualifier	01	*		
2.6.0	1.3.0	Support	Support Quantity	02	1		
2.6.0	1.1.0	Temporal Description	Time Span	01	1		
2.6.0	1.1.0	Temporal Description	Cadence	02	0		
2.6.0	2.2.9	Temporal Description	Cadence Min	03	0		
2.6.0	2.2.9	Temporal Description	Cadence Max	04	0		
2.6.0	1.1.0	Temporal Description	Exposure	05	0		
2.6.0	2.2.9	Temporal Description	Exposure Min	06	0		
2.6.0	2.2.9	Temporal Description	Exposure Max	07	0		
2.6.0	1.1.0	Time Span	Start Date	01	1		
2.6.0	1.1.0	Time Span	Stop Date	02	1	StopDateEntity	
2.6.0	1.1.0	Time Span	Relative Stop Date	03	1	StopDateEntity	
2.6.0	1.2.0	Time Span	Note	04	*		
2.6.0	2.6.0	Versions	Model Version	01	*		
2.6.0	1.3.5	Wave	Wave Type	01	0		
2.6.0	1.3.5	Wave	Qualifier	02	*		
2.6.0	1.3.5	Wave	Wave Quantity	03	1		
2.6.0	1.3.5	Wave	Energy Range	04	0		
2.6.0	1.3.5	Wave	Frequency Range	05	0		
2.6.0	1.3.5	Wave	Wavelength Range	06	0		
2.6.0	1.3.0	Wavelength Range	Spectral Range	01	0		
2.6.0	1.3.0	Wavelength Range	Low	02	1		
2.6.0	1.3.0	Wavelength Range	High	03	1		
2.6.0	1.3.0	Wavelength Range	Units	04	1		
2.6.0	1.3.0	Wavelength Range	Bin	05	*		
