data_product_name	spase_resource_id	doi	publication_date	published_by	authors	resource_name	citation	description	format	measurement_type_list	processing_level
bar_1m_l2_ephm	NASA/NumericalData/BARREL/1M/Ephemeris/L2/PT4S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 1M Ephemeris (EPHM) Geographic and Magnetic Coordinates, Level 2, 4 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 1M Ephemeris (EPHM) Geographic and Magnetic Coordinates, Level 2, 4 s Data [Data set]. NASA Space Physics Data Facility.	Geographic and Magnetic Coordinates: The ephemeris data products, which include the balloon epoch time, latitude, longitude, and altitude, are each returned from the payload once every 4s. Geographic coordinates are obtained from an onboard Global Positioning System, GPS, unit. Magnetic coordinates are derived by using the International Radiation Belt Environment Modeling, IRBEM, FORTRAN library.	CDF	Ephemeris InstrumentStatus	Calibrated
bar_1m_l2_fspc	NASA/NumericalData/BARREL/1M/FastSpectra/L2/PT0.05S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 1M X-ray Spectrometer (FSPC) Bremsstrahlung X-ray Spectrum Fast Time Resolution, Level 2, 0.05 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 1M X-ray Spectrometer (FSPC) Bremsstrahlung X-ray Spectrum Fast Time Resolution, Level 2, 0.05 s Data [Data set]. NASA Space Physics Data Facility.	FSPC: Four channels of fast time resolution, 50 ms, Bremsstrahlung X-ray spectra detected with a NaI Scintillator. Each channel is separated in its own variable: FSPC1, FSPC2, FSPC3, and FSPC4. The nominal energy range covered by the four channels ranges from 0 MeV to 1.5 MeV.	CDF	Irradiance	Calibrated
bar_1m_l2_hkpg	NASA/NumericalData/BARREL/1M/Housekeeping/L2/PT40S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 1M Data Processing Unit (HKPG) Analog Housekeeping Voltage, Temperature, Current and Payload Status, Level 2, 40 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 1M Data Processing Unit (HKPG) Analog Housekeeping Voltage, Temperature, Current and Payload Status, Level 2, 40 s Data [Data set]. NASA Space Physics Data Facility.	Housekeeping voltage, temperature, current, and payload status values returned every 40 s. NOTE: The analog sensor data in these records are based on the nominal BARREL housekeeping layout. Some payloads may have small differences that are not reflected here. If there is specific sensor data that you need that looks questionable, please contact the BARREL team for clarification.	CDF	InstrumentStatus	Calibrated
bar_1m_l2_magn	NASA/NumericalData/BARREL/1M/Magnetometer/L2/PT0.25S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 1M Tri-axial Fluxgate Magnetometer (MAGN) Magnetic Field. Data are neither Gain corrected nor despun, Level 2, 0.25 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 1M Tri-axial Fluxgate Magnetometer (MAGN) Magnetic Field. Data are neither Gain corrected nor despun, Level 2, 0.25 s Data [Data set]. NASA Space Physics Data Facility.	Three axis DC magnetometer data with nominal conversions applied. Data are neither gain corrected nor despun.	CDF	MagneticField	Calibrated
bar_1m_l2_mspc	NASA/NumericalData/BARREL/1M/Miscellaneous/L2/PT1S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 1M X-ray Spectrometer (MSPC) Bremsstrahlung X-ray Spectrum Medium Time Resolution, Level 2, 4 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 1M X-ray Spectrometer (MSPC) Bremsstrahlung X-ray Spectrum Medium Time Resolution, Level 2, 4 s Data [Data set]. NASA Space Physics Data Facility.	MSPC: 48 channels of medium time resolution, 4 s, Bremsstrahlung X-ray spectra detected with a NaI Scintillator. The nominal energy range covered by the 48 channels ranges from 0 MeV to 4 MeV. All channels are combined to a single variable named MSPC.	CDF	Irradiance	Calibrated
bar_1m_l2_rcnt	NASA/NumericalData/BARREL/1M/RateCounter/L2/PT4S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 1M Rate Counter (RCNT) NaI Scintillator Diagnostics, Level 2, 4 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 1M Rate Counter (RCNT) NaI Scintillator Diagnostics, Level 2, 4 s Data [Data set]. NASA Space Physics Data Facility.	This data product consists of measurements from rate counters. The rate count data are diagnostic fields, have uncalibrated energy ranges, and wrap near or above 16384 counts/s. The rate count values are stored as 4 s accumulations of counts.	CDF	Irradiance	Calibrated
bar_1m_l2_sspc	NASA/NumericalData/BARREL/1M/SlowSpectra/L2/PT32S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 1M X-ray Spectrometer (SSPC) Bremsstrahlung X-ray Spectrum Slow Time Resolution, Level 2, 32 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 1M X-ray Spectrometer (SSPC) Bremsstrahlung X-ray Spectrum Slow Time Resolution, Level 2, 32 s Data [Data set]. NASA Space Physics Data Facility.	SSPC: 256 channels of slow time resolution, 32 s, Bremsstrahlung X-ray spectra detected with a NaI Scintillator. The nominal energy range covered by the 256 channels ranges from 0 MeV to 10 MeV. All channels are combined to a single variable named SSPC.	CDF	Irradiance	Calibrated
bar_1n_l2_ephm	NASA/NumericalData/BARREL/1N/Ephemeris/L2/PT4S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 1N Ephemeris (EPHM) Geographic and Magnetic Coordinates, Level 2, 4 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 1N Ephemeris (EPHM) Geographic and Magnetic Coordinates, Level 2, 4 s Data [Data set]. NASA Space Physics Data Facility.	Geographic and Magnetic Coordinates: The ephemeris data products, which include the balloon epoch time, latitude, longitude, and altitude, are each returned from the payload once every 4s. Geographic coordinates are obtained from an onboard Global Positioning System, GPS, unit. Magnetic coordinates are derived by using the International Radiation Belt Environment Modeling, IRBEM, FORTRAN library.	CDF	Ephemeris InstrumentStatus	Calibrated
bar_1n_l2_fspc	NASA/NumericalData/BARREL/1N/FastSpectra/L2/PT0.05S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 1N X-ray Spectrometer (FSPC) Bremsstrahlung X-ray Spectrum Fast Time Resolution, Level 2, 0.05 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 1N X-ray Spectrometer (FSPC) Bremsstrahlung X-ray Spectrum Fast Time Resolution, Level 2, 0.05 s Data [Data set]. NASA Space Physics Data Facility.	FSPC: Four channels of fast time resolution, 50 ms, Bremsstrahlung X-ray spectra detected with a NaI Scintillator. Each channel is separated in its own variable: FSPC1, FSPC2, FSPC3, and FSPC4. The nominal energy range covered by the four channels ranges from 0 MeV to 1.5 MeV.	CDF	Irradiance	Calibrated
bar_1n_l2_hkpg	NASA/NumericalData/BARREL/1N/Housekeeping/L2/PT40S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 1N Data Processing Unit (HKPG) Analog Housekeeping Voltage, Temperature, Current and Payload Status, Level 2, 40 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 1N Data Processing Unit (HKPG) Analog Housekeeping Voltage, Temperature, Current and Payload Status, Level 2, 40 s Data [Data set]. NASA Space Physics Data Facility.	Housekeeping voltage, temperature, current, and payload status values returned every 40 s. NOTE: The analog sensor data in these records are based on the nominal BARREL housekeeping layout. Some payloads may have small differences that are not reflected here. If there is specific sensor data that you need that looks questionable, please contact the BARREL team for clarification.	CDF	InstrumentStatus	Calibrated
bar_1n_l2_magn	NASA/NumericalData/BARREL/1N/Magnetometer/L2/PT0.25S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 1N Tri-axial Fluxgate Magnetometer (MAGN) Magnetic Field. Data are neither Gain corrected nor despun, Level 2, 0.25 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 1N Tri-axial Fluxgate Magnetometer (MAGN) Magnetic Field. Data are neither Gain corrected nor despun, Level 2, 0.25 s Data [Data set]. NASA Space Physics Data Facility.	Three axis DC magnetometer data with nominal conversions applied. Data are neither gain corrected nor despun.	CDF	MagneticField	Calibrated
bar_1n_l2_mspc	NASA/NumericalData/BARREL/1N/Miscellaneous/L2/PT1S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 1N X-ray Spectrometer (MSPC) Bremsstrahlung X-ray Spectrum Medium Time Resolution, Level 2, 4 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 1N X-ray Spectrometer (MSPC) Bremsstrahlung X-ray Spectrum Medium Time Resolution, Level 2, 4 s Data [Data set]. NASA Space Physics Data Facility.	MSPC: 48 channels of medium time resolution, 4 s, Bremsstrahlung X-ray spectra detected with a NaI Scintillator. The nominal energy range covered by the 48 channels ranges from 0 MeV to 4 MeV. All channels are combined to a single variable named MSPC.	CDF	Irradiance	Calibrated
bar_1n_l2_rcnt	NASA/NumericalData/BARREL/1N/RateCounter/L2/PT4S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 1N Rate Counter (RCNT) NaI Scintillator Diagnostics, Level 2, 4 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 1N Rate Counter (RCNT) NaI Scintillator Diagnostics, Level 2, 4 s Data [Data set]. NASA Space Physics Data Facility.	This data product consists of measurements from rate counters. The rate count data are diagnostic fields, have uncalibrated energy ranges, and wrap near or above 16384 counts/s. The rate count values are stored as 4 s accumulations of counts.	CDF	Irradiance	Calibrated
bar_1n_l2_sspc	NASA/NumericalData/BARREL/1N/SlowSpectra/L2/PT32S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 1N X-ray Spectrometer (SSPC) Bremsstrahlung X-ray Spectrum Slow Time Resolution, Level 2, 32 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 1N X-ray Spectrometer (SSPC) Bremsstrahlung X-ray Spectrum Slow Time Resolution, Level 2, 32 s Data [Data set]. NASA Space Physics Data Facility.	SSPC: 256 channels of slow time resolution, 32 s, Bremsstrahlung X-ray spectra detected with a NaI Scintillator. The nominal energy range covered by the 256 channels ranges from 0 MeV to 10 MeV. All channels are combined to a single variable named SSPC.	CDF	Irradiance	Calibrated
bar_1o_l2_ephm	NASA/NumericalData/BARREL/1O/Ephemeris/L2/PT4S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 1O Ephemeris (EPHM) Geographic and Magnetic Coordinates, Level 2, 4 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 1O Ephemeris (EPHM) Geographic and Magnetic Coordinates, Level 2, 4 s Data [Data set]. NASA Space Physics Data Facility.	Geographic and Magnetic Coordinates: The ephemeris data products, which include the balloon epoch time, latitude, longitude, and altitude, are each returned from the payload once every 4s. Geographic coordinates are obtained from an onboard Global Positioning System, GPS, unit. Magnetic coordinates are derived by using the International Radiation Belt Environment Modeling, IRBEM, FORTRAN library.	CDF	Ephemeris InstrumentStatus	Calibrated
bar_1o_l2_fspc	NASA/NumericalData/BARREL/1O/FastSpectra/L2/PT0.05S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 1O X-ray Spectrometer (FSPC) Bremsstrahlung X-ray Spectrum Fast Time Resolution, Level 2, 0.05 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 1O X-ray Spectrometer (FSPC) Bremsstrahlung X-ray Spectrum Fast Time Resolution, Level 2, 0.05 s Data [Data set]. NASA Space Physics Data Facility.	FSPC: Four channels of fast time resolution, 50 ms, Bremsstrahlung X-ray spectra detected with a NaI Scintillator. Each channel is separated in its own variable: FSPC1, FSPC2, FSPC3, and FSPC4. The nominal energy range covered by the four channels ranges from 0 MeV to 1.5 MeV.	CDF	Irradiance	Calibrated
bar_1o_l2_hkpg	NASA/NumericalData/BARREL/1O/Housekeeping/L2/PT40S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 1O Data Processing Unit (HKPG) Analog Housekeeping Voltage, Temperature, Current and Payload Status, Level 2, 40 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 1O Data Processing Unit (HKPG) Analog Housekeeping Voltage, Temperature, Current and Payload Status, Level 2, 40 s Data [Data set]. NASA Space Physics Data Facility.	Housekeeping voltage, temperature, current, and payload status values returned every 40 s. NOTE: The analog sensor data in these records are based on the nominal BARREL housekeeping layout. Some payloads may have small differences that are not reflected here. If there is specific sensor data that you need that looks questionable, please contact the BARREL team for clarification.	CDF	InstrumentStatus	Calibrated
bar_1o_l2_magn	NASA/NumericalData/BARREL/1O/Magnetometer/L2/PT0.25S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 1O Tri-axial Fluxgate Magnetometer (MAGN) Magnetic Field. Data are neither Gain corrected nor despun, Level 2, 0.25 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 1O Tri-axial Fluxgate Magnetometer (MAGN) Magnetic Field. Data are neither Gain corrected nor despun, Level 2, 0.25 s Data [Data set]. NASA Space Physics Data Facility.	Three axis DC magnetometer data with nominal conversions applied. Data are neither gain corrected nor despun.	CDF	MagneticField	Calibrated
bar_1o_l2_mspc	NASA/NumericalData/BARREL/1O/Miscellaneous/L2/PT1S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 1O X-ray Spectrometer (MSPC) Bremsstrahlung X-ray Spectrum Medium Time Resolution, Level 2, 4 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 1O X-ray Spectrometer (MSPC) Bremsstrahlung X-ray Spectrum Medium Time Resolution, Level 2, 4 s Data [Data set]. NASA Space Physics Data Facility.	MSPC: 48 channels of medium time resolution, 4 s, Bremsstrahlung X-ray spectra detected with a NaI Scintillator. The nominal energy range covered by the 48 channels ranges from 0 MeV to 4 MeV. All channels are combined to a single variable named MSPC.	CDF	Irradiance	Calibrated
bar_1o_l2_rcnt	NASA/NumericalData/BARREL/1O/RateCounter/L2/PT4S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 1O Rate Counter (RCNT) NaI Scintillator Diagnostics, Level 2, 4 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 1O Rate Counter (RCNT) NaI Scintillator Diagnostics, Level 2, 4 s Data [Data set]. NASA Space Physics Data Facility.	This data product consists of measurements from rate counters. The rate count data are diagnostic fields, have uncalibrated energy ranges, and wrap near or above 16384 counts/s. The rate count values are stored as 4 s accumulations of counts.	CDF	Irradiance	Calibrated
bar_1o_l2_sspc	NASA/NumericalData/BARREL/1O/SlowSpectra/L2/PT32S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 1O X-ray Spectrometer (SSPC) Bremsstrahlung X-ray Spectrum Slow Time Resolution, Level 2, 32 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 1O X-ray Spectrometer (SSPC) Bremsstrahlung X-ray Spectrum Slow Time Resolution, Level 2, 32 s Data [Data set]. NASA Space Physics Data Facility.	SSPC: 256 channels of slow time resolution, 32 s, Bremsstrahlung X-ray spectra detected with a NaI Scintillator. The nominal energy range covered by the 256 channels ranges from 0 MeV to 10 MeV. All channels are combined to a single variable named SSPC.	CDF	Irradiance	Calibrated
bar_1q_l2_ephm	NASA/NumericalData/BARREL/1Q/Ephemeris/L2/PT4S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 1Q Ephemeris (EPHM) Geographic and Magnetic Coordinates, Level 2, 4 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 1Q Ephemeris (EPHM) Geographic and Magnetic Coordinates, Level 2, 4 s Data [Data set]. NASA Space Physics Data Facility.	Geographic and Magnetic Coordinates: The ephemeris data products, which include the balloon epoch time, latitude, longitude, and altitude, are each returned from the payload once every 4s. Geographic coordinates are obtained from an onboard Global Positioning System, GPS, unit. Magnetic coordinates are derived by using the International Radiation Belt Environment Modeling, IRBEM, FORTRAN library.	CDF	Ephemeris InstrumentStatus	Calibrated
bar_1q_l2_fspc	NASA/NumericalData/BARREL/1Q/FastSpectra/L2/PT0.05S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 1Q X-ray Spectrometer (FSPC) Bremsstrahlung X-ray Spectrum Fast Time Resolution, Level 2, 0.05 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 1Q X-ray Spectrometer (FSPC) Bremsstrahlung X-ray Spectrum Fast Time Resolution, Level 2, 0.05 s Data [Data set]. NASA Space Physics Data Facility.	FSPC: Four channels of fast time resolution, 50 ms, Bremsstrahlung X-ray spectra detected with a NaI Scintillator. Each channel is separated in its own variable: FSPC1, FSPC2, FSPC3, and FSPC4. The nominal energy range covered by the four channels ranges from 0 MeV to 1.5 MeV.	CDF	Irradiance	Calibrated
bar_1q_l2_hkpg	NASA/NumericalData/BARREL/1Q/Housekeeping/L2/PT40S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 1Q Data Processing Unit (HKPG) Analog Housekeeping Voltage, Temperature, Current and Payload Status, Level 2, 40 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 1Q Data Processing Unit (HKPG) Analog Housekeeping Voltage, Temperature, Current and Payload Status, Level 2, 40 s Data [Data set]. NASA Space Physics Data Facility.	Housekeeping voltage, temperature, current, and payload status values returned every 40 s. NOTE: The analog sensor data in these records are based on the nominal BARREL housekeeping layout. Some payloads may have small differences that are not reflected here. If there is specific sensor data that you need that looks questionable, please contact the BARREL team for clarification.	CDF	InstrumentStatus	Calibrated
bar_1q_l2_magn	NASA/NumericalData/BARREL/1Q/Magnetometer/L2/PT0.25S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 1Q Tri-axial Fluxgate Magnetometer (MAGN) Magnetic Field. Data are neither Gain corrected nor despun, Level 2, 0.25 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 1Q Tri-axial Fluxgate Magnetometer (MAGN) Magnetic Field. Data are neither Gain corrected nor despun, Level 2, 0.25 s Data [Data set]. NASA Space Physics Data Facility.	Three axis DC magnetometer data with nominal conversions applied. Data are neither gain corrected nor despun.	CDF	MagneticField	Calibrated
bar_1q_l2_mspc	NASA/NumericalData/BARREL/1Q/Miscellaneous/L2/PT1S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 1Q X-ray Spectrometer (MSPC) Bremsstrahlung X-ray Spectrum Medium Time Resolution, Level 2, 4 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 1Q X-ray Spectrometer (MSPC) Bremsstrahlung X-ray Spectrum Medium Time Resolution, Level 2, 4 s Data [Data set]. NASA Space Physics Data Facility.	MSPC: 48 channels of medium time resolution, 4 s, Bremsstrahlung X-ray spectra detected with a NaI Scintillator. The nominal energy range covered by the 48 channels ranges from 0 MeV to 4 MeV. All channels are combined to a single variable named MSPC.	CDF	Irradiance	Calibrated
bar_1q_l2_rcnt	NASA/NumericalData/BARREL/1Q/RateCounter/L2/PT4S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 1Q Rate Counter (RCNT) NaI Scintillator Diagnostics, Level 2, 4 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 1Q Rate Counter (RCNT) NaI Scintillator Diagnostics, Level 2, 4 s Data [Data set]. NASA Space Physics Data Facility.	This data product consists of measurements from rate counters. The rate count data are diagnostic fields, have uncalibrated energy ranges, and wrap near or above 16384 counts/s. The rate count values are stored as 4 s accumulations of counts.	CDF	Irradiance	Calibrated
bar_1q_l2_sspc	NASA/NumericalData/BARREL/1Q/SlowSpectra/L2/PT32S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 1Q X-ray Spectrometer (SSPC) Bremsstrahlung X-ray Spectrum Slow Time Resolution, Level 2, 32 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 1Q X-ray Spectrometer (SSPC) Bremsstrahlung X-ray Spectrum Slow Time Resolution, Level 2, 32 s Data [Data set]. NASA Space Physics Data Facility.	SSPC: 256 channels of slow time resolution, 32 s, Bremsstrahlung X-ray spectra detected with a NaI Scintillator. The nominal energy range covered by the 256 channels ranges from 0 MeV to 10 MeV. All channels are combined to a single variable named SSPC.	CDF	Irradiance	Calibrated
bar_1r_l2_ephm	NASA/NumericalData/BARREL/1R/Ephemeris/L2/PT4S	XXX	2021-01-01T00:00:00	NASA Space Physics Data Facility	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad	BARREL 1R Ephemeris (EPHM) Geographic and Magnetic Coordinates, Level 2, 4 s Data	Millan, Robyn M.; Woodger, Leslie A.; McCarthy, Michael P.; Sample, John G.; Smith, David M.; and Warren Z. Rexroad (2021). BARREL 1R Ephemeris (EPHM) Geographic and Magnetic Coordinates, Level 2, 4 s Data [Data set]. NASA Space Physics Data Facility.	Geographic and Magnetic Coordinates: The ephemeris data products, which include the balloon epoch time, latitude, longitude, and altitude, are each returned from the payload once every 4s. Geographic coordinates are obtained from an onboard Global Positioning System, GPS, unit. Magnetic coordinates are derived by using the International Radiation Belt Environment Modeling, IRBEM, FORTRAN library.	CDF	Ephemeris InstrumentStatus	Calibrated
