ASTRO	CDF_DOUBLE	1	1:[2048]	F/T	OOOOO	psp_fld_l2_dfb_wf_scm	digital_filter_kernel_real_9Hz	digital_filter_kernel_real_9Hz	Kernel (real part) needed to correct for digital filter response		Vin/Vout			-0.605374	1.78994			E12.3	Real	support_data						
ASTRO	CDF_DOUBLE	1	1:[2048]	F/T	OOOOO	psp_fld_l2_dfb_wf_scm	digital_filter_kernel_imag_9Hz	digital_filter_kernel_imag_9Hz	Kernel (imaginary part) needed to correct for digital filter response		Vin/Vout			-0.605374	1.78994			E12.3	Imaginary	support_data						
ASTRO	CDF_DOUBLE	1	1:[2048]	F/T	OOOOO	psp_fld_l2_dfb_wf_scm	digital_filter_kernel_real_5Hz	digital_filter_kernel_real_5Hz	Kernel (real part) needed to correct for digital filter response		Vin/Vout			-0.607338	1.79234			E12.3	Real	support_data						
ASTRO	CDF_DOUBLE	1	1:[2048]	F/T	OOOOO	psp_fld_l2_dfb_wf_scm	digital_filter_kernel_imag_5Hz	digital_filter_kernel_imag_5Hz	Kernel (imaginary part) needed to correct for digital filter response		Vin/Vout			-0.607338	1.79234			E12.3	Imaginary	support_data						
ASTRO	CDF_DOUBLE	1	1:[2048]	F/T	OOOOO	psp_fld_l2_dfb_wf_scm	digital_filter_kernel_real_2Hz	digital_filter_kernel_real_2Hz	Kernel (real part) needed to correct for digital filter response		Vin/Vout			-0.616511	1.80354			E12.3	Real	support_data						
ASTRO	CDF_DOUBLE	1	1:[2048]	F/T	OOOOO	psp_fld_l2_dfb_wf_scm	digital_filter_kernel_imag_2Hz	digital_filter_kernel_imag_2Hz	Kernel (imaginary part) needed to correct for digital filter response		Vin/Vout			-0.616511	1.80354			E12.3	Imaginary	support_data						
ASTRO	CDF_CHAR	3	1:[3]	F/T	OOOOO	psp_fld_l2_dfb_wf_scm	b_Label_uvw	dfb_wf_scm_sensor_labels_uvw	Labels for B_SCM in sensor (U,V,W) coordinates									A3		metadata						
ASTRO	CDF_CHAR	3	1:[3]	F/T	OOOOO	psp_fld_l2_dfb_wf_scm	b_Label_xyz	dfb_wf_scm_sensor_labels_xyz	Labels for B_SCM in spacecraft (X,Y,Z) coordinates									A3		metadata						
ASTRO	CDF_INT2	1	1:[3]	F/T	OOOOO	psp_fld_l2_dfb_wf_scm	psp_fld_l2_dfb_wf_scm_depend_1	depend_1	Numerical index for SCM waveform components									I8		metadata						
ASTRO	CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_wf_scm	epoch_quality_flags	epoch_quality_flags	Time for the FIELDS quality flag		ns	2019-10-06T00:00:00.000000000	2019-10-06T06:00:00.000000000	2010-01-01T00:00:00.000000000	2050-01-01T00:00:00.000000000	9999-12-31T23:59:59.999999999		I22	epoch	support_data					INCREASE	
ASTRO	CDF_UINT4	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_wf_scm	psp_fld_l2_quality_flags	quality_flags	FIELDS quality flag	FIELDS quality flags. This is a bitwise variable, meaning that multiple flags can be set for a single time, by adding flag values. Current flagged values are: 1: FIELDS antenna bias sweep, 2: PSP thruster firing, 4: SCM Calibration, 8: PSP rotations for MAG calibration (MAG rolls), 16: FIELDS MAG calibration sequence, 32: SWEAP SPC in electron mode, 64: PSP Solar limb sensor (SLS) test. 128: PSP spacecraft is off umbra pointing. A value of zero corresponds to no set flags. Not all flags are relevant to all FIELDS data products, refer to notes in the CDF metadata and on the FIELDS SOC website for information on how the various flags impact FIELDS data. Additional flagged items may be added in the future.				0	255	4294967295	epoch_quality_flags	I10	flag	support_data						
ASTRO	cdf_metadata_type	character_num	dimension	cdf_variable_type	OOOOO	data_product_name	parameter_key	fieldnam	catdesc	var_notes	units	scalemin	scalemax	validmin	validmax	fillval	depend_0	format	lablaxis	var_type	display_type	coordinate_system	depend_1	labl_ptr_1	monoton	scaletyp
ASTRO	CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	epoch	epoch	Corrected UTC time of the center of the collected data stripe (TT2000)		ns	2018-08-02T21:29:59.999998080	2018-08-03T05:29:59.999998080	2009-12-31T23:59:59.999998080	2049-12-31T23:58:59.999998208	9999-12-31T23:59:59.999999999		I22	Epoch	support_data	time_series				INCREASE	
ASTRO	CDF_UINT4	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_N_Stripes_Today	PSP_FLD_L2_F2_100bps_N_Stripes_Today	Count of FIELDS2 100bps telemetry slices in this daily CDF			0	20000	0	100000	4294967295	epoch	I8	Count	support_data	time_series					
ASTRO	CDF_UINT4	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_Version	PSP_FLD_L2_F2_100bps_Version	FIELDS2 100bps flight software telemetry format version number			0	10	0	999	4294967295	epoch	I4	Version	data	time_series					
ASTRO	CDF_REAL8	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_Integration_Time	PSP_FLD_L2_F2_100bps_Integration_Time	Integration time duration for each measurement stripe (seconds)		s	0.0	256.0	0.0	256.0	-1.0e+31	epoch	F8.3	Integration time	data	time_series					
ASTRO	CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_Stripe_Start_TT2000	PSP_FLD_L2_F2_100bps_Stripe_Start_TT2000	Corrected/UTC stripe start time (TT2000)		ns	2018-08-02T21:29:59.999998080	2018-08-03T05:29:59.999998080	2009-12-31T23:59:59.999998080	2049-12-31T23:58:59.999998208	9999-12-31T23:59:59.999999999		I22	Epoch	support_data	time_series				INCREASE	
ASTRO	CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_Stripe_Center_TT2000	PSP_FLD_L2_F2_100bps_Stripe_Center_TT2000	Corrected/UTC stripe center time (same as epoch) (TT2000)		ns	2018-08-02T21:29:59.999998080	2018-08-03T05:29:59.999998080	2009-12-31T23:59:59.999998080	2049-12-31T23:58:59.999998208	9999-12-31T23:59:59.999999999		I22	Epoch	support_data	time_series				INCREASE	
ASTRO	CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_Stripe_End_TT2000	PSP_FLD_L2_F2_100bps_Stripe_End_TT2000	Corrected/UTC stripe end time (TT2000)		ns	2018-08-02T21:29:59.999998080	2018-08-03T05:29:59.999998080	2009-12-31T23:59:59.999998080	2049-12-31T23:58:59.999998208	9999-12-31T23:59:59.999999999		I22	Epoch	support_data	time_series				INCREASE	
ASTRO	CDF_REAL8	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_Stripe_Center_UNIX	PSP_FLD_L2_F2_100bps_Stripe_Center_UNIX	Corrected/UTC stripe center time in UNIX time (seconds)		s	0.0	4.0e+09	0.0	4.0e+09	-1.0e+31	epoch	F24.6	UNIX time	support_data	time_series				INCREASE	
ASTRO	CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_Stripe_Center_MET	PSP_FLD_L2_F2_100bps_Stripe_Center_MET	Uncorrected/MET stripe center time in S/C mission elapsed time (TT2000)		ns	2018-08-02T21:29:59.999998080	2018-08-03T05:29:59.999998080	2009-12-31T23:59:59.999998080	2049-12-31T23:58:59.999998208	9999-12-31T23:59:59.999999999		I22	MET	support_data	time_series				INCREASE	
ASTRO	CDF_UINT1	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_SC_Thrusting_Flag	PSP_FLD_L2_F2_100bps_SC_Thrusting_Flag	Indicates thrusting coming or happening now			0	1	0	255	255	epoch	I3	Flag	support_data	time_series					
ASTRO	CDF_UINT1	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_SC_TWTA_On_Flag	PSP_FLD_L2_F2_100bps_SC_TWTA_On_Flag	Indicates a spacecraft traveling wave-tube amplifier is on			0	1	0	255	255	epoch	I3	Flag	support_data	time_series					
ASTRO	CDF_UINT1	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_SCM_Cal_On_Flag	PSP_FLD_L2_F2_100bps_SCM_Cal_On_Flag	Indicates the internal calbration cycle of the SCM is on			0	1	0	255	255	epoch	I3	Flag	support_data	time_series					
ASTRO	CDF_UINT1	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_DFB_Bursting_Flag	PSP_FLD_L2_F2_100bps_DFB_Bursting_Flag	Indicates the FIELDS DFB is producing a high-rate burst now			0	1	0	255	255	epoch	I3	Flag	support_data	time_series					
ASTRO	CDF_UINT1	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_Bursts_Suppressed_Flag	PSP_FLD_L2_F2_100bps_Bursts_Suppressed_Flag	Indicates the FIELDS burst suppression flag is on			0	1	0	255	255	epoch	I3	Flag	support_data	time_series					
ASTRO	CDF_UINT1	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_TDS_State_Changed_Flag	PSP_FLD_L2_F2_100bps_TDS_State_Changed_Flag	Indicates that some aspect of the TDS configuration may have changed - caution			0	1	0	255	255	epoch	I3	Flag	support_data	time_series					
ASTRO	CDF_UINT1	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_FIELDS2_Reboot_Flag	PSP_FLD_L2_F2_100bps_FIELDS2_Reboot_Flag	Indicates that the FIELDS2 processor has restarted (probably a turn-on)			0	1	0	255	255	epoch	I3	Flag	support_data	time_series					
ASTRO	CDF_UINT1	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_TDS_Transition_Flag	PSP_FLD_L2_F2_100bps_TDS_Transition_Flag	Indicates that some aspect of the 100 bps collection could be in transition - caution			0	1	0	255	255	epoch	I3	Flag	support_data	time_series					
ASTRO	CDF_UINT1	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_TDS_Saturated_Flag	PSP_FLD_L2_F2_100bps_TDS_Saturated_Flag	Zero indicates that no TDS channels were saturated - either high or low - during the integration period (mask)			0	64	0	255	255	epoch	z4.2	Flag	support_data	time_series					
ASTRO	CDF_UINT1	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_TDS_Saturated_High_Flag	PSP_FLD_L2_F2_100bps_TDS_Saturated_High_Flag	Zero indicates that no TDS channels were saturated - high - during the integration period (mask)			0	64	0	255	255	epoch	z4.2	Flag	support_data	time_series					
ASTRO	CDF_UINT1	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_TDS_Saturated_Low_Flag	PSP_FLD_L2_F2_100bps_TDS_Saturated_Low_Flag	Zero indicates that no TDS channels were saturated - low - during the integration period (mask)			0	64	0	255	255	epoch	z4.2	Flag	support_data	time_series					
ASTRO	CDF_UINT1	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_MAGi_Off_Flag	PSP_FLD_L2_F2_100bps_MAGi_Off_Flag	Indicates that the inboard magnetometer (MAGi) was off during the integration period			0	1	0	255	255	epoch	I3	Flag	support_data	time_series					
ASTRO	CDF_UINT1	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_WPC_Skew_Off_Flag	PSP_FLD_L2_F2_100bps_WPC_Skew_Off_Flag	Indicates that the WPC skew calculation is not functioning (likely a lack of particles)			0	1	0	255	255	epoch	I3	Flag	support_data	time_series					
ASTRO	CDF_UINT1	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_Gap_Start_Flag	PSP_FLD_L2_F2_100bps_Gap_Start_Flag	Indicates that this stripe is the last before a gap in the available data			0	1	0	255	255	epoch	I3	Flag	support_data	time_series					
ASTRO	CDF_UINT1	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_TDS_Low_Pass_Filter_DSP_Flag	PSP_FLD_L2_F2_100bps_TDS_Low_Pass_Filter_DSP_Flag	Indicates that DSP down-sampling and/or low-pass-filtering is in use on at least one TDS channel			0	1	0	255	255	epoch	I3	Flag	support_data	time_series					
ASTRO	CDF_REAL8	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_TDS_Samples_Per_Second	PSP_FLD_L2_F2_100bps_TDS_Samples_Per_Second	Possibly down-sampled sampling rate of the TDS (Samples/second)		s^-1	0.0	2.0e+07	0.0	2.0e+07	-1.0e+31	epoch	F18.1	TDS Sa/s	support_data	time_series					
ASTRO	CDF_REAL4	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_TDS_Low_Pass_Filter_Hz	PSP_FLD_L2_F2_100bps_TDS_Low_Pass_Filter_Hz	Low-Pass filter value - in use (Hz)		Hz	0.0	2.0e+07	0.0	2.0e+07	-1.0e+31	epoch	F18.1	TDS LPF	support_data	time_series					
ASTRO	CDF_UINT1	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_MAGi_Exists_Flag	PSP_FLD_L2_F2_100bps_MAGi_Exists_Flag	Indicates available data from the MAGi sensor in this CDF record			0	1	0	1	255	epoch	I3	Flag	support_data	time_series					
ASTRO	CDF_REAL4	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_MAGi_magnitude_B_RMS_nT	PSP_FLD_L2_F2_100bps_MAGi_magnitude_B_RMS_nT	The RMS of the magnitude of the 3-axis B field vector observed during this sample period on the inner magnetometer (nT RMS)		nT	0.0	100000.0	0.0	100000.0	-1.0e+31	epoch	F12.3	MAGi RMS mag(B)	data	time_series					
ASTRO	CDF_REAL4	1	1:[3]	T/T	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_MAGi_Average_B_SC_nT	PSP_FLD_L2_F2_100bps_MAGi_Average_B_SC_nT	The average value observed during this sample period on the three inner magnetometer axes in S/C coordinates (nT)		nT			-100000.0, -100000.0, -100000.0	100000.0, 100000.0, 100000.0	-1.0e+31	epoch	F12.3	MAGi B	data	time_series		PSP_FLD_L2_F2_100bps_MAGi_component_index	PSP_FLD_L2_F2_100bps_MAGi_component_label_SC		
ASTRO	CDF_REAL4	1	1:[3]	T/T	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_MAGi_Average_B_RTN_nT	PSP_FLD_L2_F2_100bps_MAGi_Average_B_RTN_nT	The average value observed during this sample period on the three inner magnetometer axes in RTN coordinates (nT)		nT			-100000.0, -100000.0, -100000.0	100000.0, 100000.0, 100000.0	-1.0e+31	epoch	F12.3	MAGi B	data	time_series		PSP_FLD_L2_F2_100bps_MAGi_component_index	PSP_FLD_L2_F2_100bps_MAGi_component_label_RTN		
ASTRO	CDF_UINT1	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_MAGi_Average_B_RTN_Valid_Flag	PSP_FLD_L2_F2_100bps_MAGi_Average_B_RTN_Valid_Flag	Indicates that the rotation from spacecraft coordinates to RTN has been performed			0	1	0	255	255	epoch	I3	Flag	support_data	time_series					
ASTRO	CDF_CHAR	7	1:[3]	F/T	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_MAGi_component_label_SC	PSP_FLD_L2_F2_100bps_MAGi_component_label_SC	Labels for B in XYZ coordinates									A2		metadata						
ASTRO	CDF_CHAR	7	1:[3]	F/T	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_MAGi_component_label_RTN	PSP_FLD_L2_F2_100bps_MAGi_component_label_RTN	Labels for B in RTN coordinates									A2		metadata						
ASTRO	CDF_INT4	1	1:[3]	F/T	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_MAGi_component_index	PSP_FLD_L2_F2_100bps_MAGi_component_index	Numerical index for B XYZ components					1	3			I3		metadata						
ASTRO	CDF_UINT1	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_TDS_Burst_Count_Flag	PSP_FLD_L2_F2_100bps_TDS_Burst_Count_Flag	Indicates that the FSW version dependent TDS burst acquisition count is present			0	1	0	255	255	epoch	I3	Flag	support_data	time_series					
ASTRO	CDF_UINT4	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_TDS_Burst_Count	PSP_FLD_L2_F2_100bps_TDS_Burst_Count	The number of TDS bursts obtained during this sample period (count)		Bursts	0	16777216	0	16777216	4294967295	epoch	I10	Burst Count	data	time_series					
ASTRO	CDF_UINT1	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_TDS_Best_Burst_Flag	PSP_FLD_L2_F2_100bps_TDS_Best_Burst_Flag	Indicates that the FSW version dependent TDS burst quality values are present			0	1	0	255	255	epoch	I3	Flag	support_data	time_series					
ASTRO	CDF_UINT4	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_TDS_Best_Burst_Channel_Number	PSP_FLD_L2_F2_100bps_TDS_Best_Burst_Channel_Number	The current TDS channel used for the TDS burst trigger/quality ([1-5])			0	10	0	10	4294967295	epoch	I5	Channel	support_data	time_series					
ASTRO	CDF_CHAR	8	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_TDS_Best_Burst_Path_Name	PSP_FLD_L2_F2_100bps_TDS_Best_Burst_Path_Name	The current signal source of TDS burst trigger/quality (8 character string)								epoch	A	Path	support_data	time_series					
ASTRO	CDF_UINT4	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_TDS_Best_Burst_Quality_Raw	PSP_FLD_L2_F2_100bps_TDS_Best_Burst_Quality_Raw	The quality value of the best TDS burst obtained during this sample period (arbitrary units - bigger is better)		Arbitrary	0	32767	0	16777216	4294967295	epoch	I10	Quality	data	time_series					
ASTRO	CDF_REAL4	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_TDS_Best_Burst_QFrequency_Hz	PSP_FLD_L2_F2_100bps_TDS_Best_Burst_QFrequency_Hz	The frequency (or zero crossings) value observed from the best TDS burst obtained during this sample period (Hz)		Hz	0.0	2.0e+06	0.0	1.0e+07	-1.0e+31	epoch	F12.1	Frequency	data	time_series					
ASTRO	CDF_UINT1	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_TDS_V1_Exists_Flag	PSP_FLD_L2_F2_100bps_TDS_V1_Exists_Flag	Indicates available data from the TDS V1 high-gain (Ch1) sensor in this CDF record			0	1	0	1	255	epoch	I3	Flag	support_data	time_series					
ASTRO	CDF_UINT1	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_TDS_V2_Exists_Flag	PSP_FLD_L2_F2_100bps_TDS_V2_Exists_Flag	Indicates available data from the TDS V2 high-gain (Ch2) sensor in this CDF record			0	1	0	1	255	epoch	I3	Flag	support_data	time_series					
ASTRO	CDF_UINT1	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_TDS_V3_Exists_Flag	PSP_FLD_L2_F2_100bps_TDS_V3_Exists_Flag	Indicates available data from the TDS V3 high-gain (Ch3) sensor in this CDF record			0	1	0	1	255	epoch	I3	Flag	support_data	time_series					
ASTRO	CDF_UINT1	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_TDS_V4_Exists_Flag	PSP_FLD_L2_F2_100bps_TDS_V4_Exists_Flag	Indicates available data from the TDS V4 high-gain (Ch4) sensor in this CDF record			0	1	0	1	255	epoch	I3	Flag	support_data	time_series					
ASTRO	CDF_UINT1	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_TDS_V5_Exists_Flag	PSP_FLD_L2_F2_100bps_TDS_V5_Exists_Flag	Indicates available data from the TDS V5 high-gain (Ch5) sensor in this CDF record			0	1	0	1	255	epoch	I3	Flag	support_data	time_series					
ASTRO	CDF_UINT1	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_TDS_V1V2_Exists_Flag	PSP_FLD_L2_F2_100bps_TDS_V1V2_Exists_Flag	Indicates available data from the TDS dipole V1-V2 (Ch3) sensor in this CDF record			0	1	0	1	255	epoch	I3	Flag	support_data	time_series					
ASTRO	CDF_UINT1	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_TDS_V3V4_Exists_Flag	PSP_FLD_L2_F2_100bps_TDS_V3V4_Exists_Flag	Indicates available data from the TDS dipole V3-V4 (Ch1) sensor in this CDF record			0	1	0	1	255	epoch	I3	Flag	support_data	time_series					
ASTRO	CDF_UINT1	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_TDS_V1234_Exists_Flag	PSP_FLD_L2_F2_100bps_TDS_V1234_Exists_Flag	Indicates available data from the TDS summed V1+V2+V3+V4 (Ch2) sensor in this CDF record			0	1	0	1	255	epoch	I3	Flag	support_data	time_series					
ASTRO	CDF_UINT1	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_TDS_SCMx4_Exists_Flag	PSP_FLD_L2_F2_100bps_TDS_SCMx4_Exists_Flag	Indicates available data from the TDS MF SCM high-gain (Ch4) sensor in this CDF record			0	1	0	1	255	epoch	I3	Flag	support_data	time_series					
ASTRO	CDF_UINT1	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_TDS_SCMx5_Exists_Flag	PSP_FLD_L2_F2_100bps_TDS_SCMx5_Exists_Flag	Indicates available data from the TDS MF SCM high-gain (Ch5) sensor in this CDF record			0	1	0	1	255	epoch	I3	Flag	support_data	time_series					
ASTRO	CDF_UINT1	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_TDS_SCMx4LG_Exists_Flag	PSP_FLD_L2_F2_100bps_TDS_SCMx4LG_Exists_Flag	Indicates available data from the TDS MF SCM low-gain (Ch4) sensor in this CDF record			0	1	0	1	255	epoch	I3	Flag	support_data	time_series					
ASTRO	CDF_UINT1	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_TDS_V1LG_Exists_Flag	PSP_FLD_L2_F2_100bps_TDS_V1LG_Exists_Flag	Indicates available data from the TDS V1 low-gain (Ch3) sensor in this CDF record			0	1	0	1	255	epoch	I3	Flag	support_data	time_series					
ASTRO	CDF_UINT1	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_TDS_V2LG_Exists_Flag	PSP_FLD_L2_F2_100bps_TDS_V2LG_Exists_Flag	Indicates available data from the TDS V2 low-gain (Ch5) sensor in this CDF record			0	1	0	1	255	epoch	I3	Flag	support_data	time_series					
ASTRO	CDF_UINT1	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_TDS_V3LG_Exists_Flag	PSP_FLD_L2_F2_100bps_TDS_V3LG_Exists_Flag	Indicates available data from the TDS V3 low_gain (Ch1) sensor in this CDF record			0	1	0	1	255	epoch	I3	Flag	support_data	time_series					
ASTRO	CDF_UINT1	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_TDS_V4LG_Exists_Flag	PSP_FLD_L2_F2_100bps_TDS_V4LG_Exists_Flag	Indicates available data from the TDS V4 low-gain (Ch2) sensor in this CDF record			0	1	0	1	255	epoch	I3	Flag	support_data	time_series					
ASTRO	CDF_UINT1	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_TDS_V5LG_Exists_Flag	PSP_FLD_L2_F2_100bps_TDS_V5LG_Exists_Flag	Indicates available data from the TDS V5 low_gain (Ch4) sensor in this CDF record			0	1	0	1	255	epoch	I3	Flag	support_data	time_series					
ASTRO	CDF_REAL4	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_TDS_Peak_V1_Normalized	PSP_FLD_L2_F2_100bps_TDS_Peak_V1_Normalized	The normalized peak value observed on the V1 high-gain full-speed TDS channel (Ch1) during this sample period (+1 to -1)		Normalized	-1.0	1.0	-1.0	1.0	-1.0e+31	epoch	F12.6	Peak V1	data	time_series					
ASTRO	CDF_REAL4	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_TDS_Peak_V2_Normalized	PSP_FLD_L2_F2_100bps_TDS_Peak_V2_Normalized	The normalized peak value observed on the V2 high-gain full-speed TDS channel (Ch2) during this sample period (+1 to -1)		Normalized	-1.0	1.0	-1.0	1.0	-1.0e+31	epoch	F12.6	Peak V2	data	time_series					
ASTRO	CDF_REAL4	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_TDS_Peak_V3_Normalized	PSP_FLD_L2_F2_100bps_TDS_Peak_V3_Normalized	The normalized peak value observed on the V3 high-gain full-speed TDS channel (Ch3) during this sample period (+1 to -1)		Normalized	-1.0	1.0	-1.0	1.0	-1.0e+31	epoch	F12.6	Peak V3	data	time_series					
ASTRO	CDF_REAL4	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_TDS_Peak_V4_Normalized	PSP_FLD_L2_F2_100bps_TDS_Peak_V4_Normalized	The normalized peak value observed on the V4 high-gain full-speed TDS channel (Ch4) during this sample period (+1 to -1)		Normalized	-1.0	1.0	-1.0	1.0	-1.0e+31	epoch	F12.6	Peak V4	data	time_series					
ASTRO	CDF_REAL4	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_TDS_Peak_V5_Normalized	PSP_FLD_L2_F2_100bps_TDS_Peak_V5_Normalized	The normalized peak value observed on the V5 high-gain full-speed TDS channel (Ch5) during this sample period (+1 to -1)		Normalized	-1.0	1.0	-1.0	1.0	-1.0e+31	epoch	F12.6	Peak V5	data	time_series					
ASTRO	CDF_REAL4	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_TDS_Peak_V1V2_Normalized	PSP_FLD_L2_F2_100bps_TDS_Peak_V1V2_Normalized	The normalized peak value observed on the V1-V2 difference full-speed TDS channel (Ch3) during this sample period (+1 to -1)		Normalized	-1.0	1.0	-1.0	1.0	-1.0e+31	epoch	F12.6	Peak V1-V2	data	time_series					
ASTRO	CDF_REAL4	1	0:[]	T/	OOOOO	psp_fld_l2_f2_100bps	PSP_FLD_L2_F2_100bps_TDS_Peak_V3V4_Normalized	PSP_FLD_L2_F2_100bps_TDS_Peak_V3V4_Normalized	The normalized peak value observed on the V3-V4 difference full-speed TDS channel (Ch1) during this sample period (+1 to -1)		Normalized	-1.0	1.0	-1.0	1.0	-1.0e+31	epoch	F12.6	Peak V3-V4	data	time_series					
